Mandat,Sous-mandat,X,Y,Commune,Remarque,Info,Type 1,Type 2,Type 3
2403,_00445,2593407,1116252,Sion,,,Hydrogéologie,na,na
2404,_00446,2585139,1111959,Isérables,,,Géotechnique,na,na
2407,_00447,2583165,1104626,Val de Bagnes,,,Géotechnique,na,na
2408,_00448,2560779,1120739,Troistorrents,,,Géologie,na,na
2409,_00449,2588055,1119436,Vétroz,,,Géotechnique,na,na
2410,_00450,2596744,1114026,Hérémence,,,Géotechnique,na,na
2411,_00451,2593452,1120144,Sion,,,Géotechnique,na,na
2412,_00452,2586139,1100397,Val de Bagnes,,,Géologie,na,na
2413,_00453,2597228,1114065,Hérémence,,,Géotechnique,na,na
2414,_00454,2601572,1110525,St-Martin,,,Géologie,na,na
2418,_00455,2591775,1117085,Nendaz,,,Géotechnique,na,na
2419,_00456,2597371,1126989,Ayent,,,Géotechnique,na,na
2420,_00457,2593733,1119716,Sion,,,Géotechnique,na,na
2421,_00458,2594189,1116288,Sion,,,Géotechnique,na,na
2423,_00459,2557772,1117184,Val-d'Illiez,,,Géotechnique,na,na
2424,_00460,2557009,1116386,Val-d'Illiez,,,Géologie,na,na
2425,_00461,2602508,1116438,Mont-Noble,,,Géologie,na,na
2426,_00462,2578577,1093165,Liddes,,,Géotechnique,na,na
2432,_00463,2589831,1122309,Conthey,,,Géotechnique,na,na
2433,_00464,2596625,1123426,Grimisuat,,,Géotechnique,na,na
2434,_00465,2587891,1119584,Vétroz,,,Hydrogéologie,na,na
2437,_00466,2578632,1110283,Saxon,,,Géotechnique,na,na
2438,_00467,2595200,1122501,Grimisuat,,,Géotechnique,na,na
2439,_00468,2583753,1099056,Val de Bagnes,,,na,na,na
2441,_00469,2597087,1127420,Ayent,,,Géotechnique,na,na
2443,_00470,2592964,1119101,Sion,,,Géotechnique,na,na
2446,_00471,2590699,1121633,Savièse,,,Géotechnique,na,na
2447,_00472,2590073,1125043,Conthey,,,Géotechnique,na,na
2449,_00473,2582303,1106228,Val de Bagnes,,,Hydrogéologie,na,na
2450,_00474,2594578,1119757,Sion,,,Géotechnique,na,na
2454,_00475,2606520,1123144,Chalais,,,Géologie,na,na
2455,_00476,2593988,1110489,Hérémence,,,Géologie,na,na
2456,_00477,2557771,1117180,Val-d'Illiez,,,Géologie,na,na
2457,_00478,2581686,1103517,Val de Bagnes,,,Géotechnique,na,na
2458,_00479,2579568,1110941,Saxon,,,Géotechnique,na,na
2463,_00480,2589336,1122010,Conthey,,,Géologie,na,na
2464,_00481,2589597,1118598,Conthey,,,Géotechnique,na,na
2467,_00482,2588381,1115768,Nendaz,,,Géologie,na,na
2468,_00483,2601869,1123580,Sierre,,,Géotechnique,na,na
2469,_00484,2585784,1117350,Ardon,,,Géotechnique,na,na
2472,_00485,2605589,1126673,Crans-Montana,,,Géotechnique,na,na
2473,_00486,2596677,1127320,Ayent,,,Géotechnique,na,na
2475,_00487,2587699,1119200,Vétroz,,,Géotechnique,na,na
2476,_00488,2594854,1116700,Sion,,,Géotechnique,na,na
2477,_00489,2586498,1118298,Vétroz,,,Géotechnique,na,na
2478,_00490,2549814,1135210,St-Gingolph,,,Hydrogéologie,na,na
2478,_00491,2550574,1135660,St-Gingolph,,,Hydrogéologie,na,na
2478,_00492,2550574,1135660,St-Gingolph,,,Hydrogéologie,na,na
2478,_00493,2549814,1135210,St-Gingolph,,,Hydrogéologie,na,na
2478,_00494,2548729,1134160,St-Gingolph,,,Hydrogéologie,na,na
2478,_00495,2550139,1132820,Vouvry,,,Hydrogéologie,na,na
2478,_00496,2550709,1132800,Vouvry,,,Hydrogéologie,na,na
2478,_00497,2550574,1135660,St-Gingolph,,,Hydrogéologie,na,na
2478,_00498,2549814,1135210,St-Gingolph,,,Hydrogéologie,na,na
2478,_00499,2550574,1135660,St-Gingolph,,,Hydrogéologie,na,na
2478,_00500,2549814,1135210,St-Gingolph,,,Hydrogéologie,na,na
2478,_00501,2550529,1135390,St-Gingolph,,,Hydrogéologie,na,na
2478,_00502,2550479,1135465,St-Gingolph,,,Hydrogéologie,na,na
2478,_00503,2550574,1135660,St-Gingolph,,,Hydrogéologie,na,na
2478,_00504,2549814,1135210,St-Gingolph,,,Hydrogéologie,na,na
2478,_00505,2550589,1135660,St-Gingolph,,,Hydrogéologie,na,na
2478,_00506,2549829,1135190,St-Gingolph,,,Hydrogéologie,na,na
2478,_00507,2548869,1134750,St-Gingolph,,,Hydrogéologie,na,na
2478,_00508,2550574,1135660,St-Gingolph,,,Hydrogéologie,na,na
2478,_00509,2549814,1135210,St-Gingolph,,,Hydrogéologie,na,na
2478,_00510,2550574,1135660,St-Gingolph,,,Hydrogéologie,na,na
2478,_00511,2549814,1135210,St-Gingolph,,,Hydrogéologie,na,na
2479,_00512,2568200,1112420,Evionnaz,,,Hydrogéologie,na,na
2479,_00513,2564928,1113321,Evionnaz,,,Hydrogéologie,na,na
2481,_00514,2559124,1128710,Vionnaz,,,Géotechnique,na,na
2482,_00515,2596946,1127313,Ayent,,,Géotechnique,na,na
2483,_00516,2586171,1111241,Isérables,,,Géotechnique,na,na
2484,_00517,2597088,1127458,Ayent,,,Géotechnique,na,na
2486,_00518,2594344,1120010,Sion,,,Géotechnique,na,na
2487,_00519,2582285,1105283,Val de Bagnes,,,Géotechnique,na,na
2488,_00520,2574838,1109384,Fully,,,Géotechnique,na,na
2490,_00521,2592465,1116444,Veysonnaz,,,Géotechnique,na,na
2491,_00522,2599199,1119815,Mont-Noble,,,Géologie,na,na
2492,_00523,2573045,1108668,Fully,,,Géotechnique,na,na
2495,_00524,2587397,1111844,Isérables,,,Hydrogéologie,na,na
2501,_00525,2596719,1114164,Hérémence,,,Géotechnique,na,na
2502,_00526,2601859,1122277,Grône,,,Géotechnique,na,na
2504,_00527,2592372,1115625,Nendaz,,,Géologie,na,na
2505,_00528,2583225,1105416,Val de Bagnes,,,Géotechnique,na,na
2507,_00529,2586100,1108585,Riddes,,,Géologie,na,na
2508,_00530,2594494,1120159,Sion,,,Géologie,na,na
2509,_00531,2588624,1114724,Nendaz,,,Géologie,na,na
2510,_00532,2591356,1116692,Nendaz,,,Géologie,na,na
2511,_00533,2593556,1121306,Savièse,,,Géotechnique,na,na
2515,_00534,2597903,1123231,Ayent,,,Géotechnique,na,na
2518,_00535,2573530,1106481,Martigny,,,Géotechnique,na,na
2519,_00536,2594244,1121068,Sion,,,Géotechnique,na,na
2521,_00537,2592257,1116028,Veysonnaz,,,Géotechnique,na,na
2522,_00538,2578587,1117878,Chamoson,,,Géotechnique,na,na
2523,_00539,2603994,1102470,Evolène,,,Géotechnique,na,na
2523,_00540,2604009,1102520,Evolène,,,Géotechnique,na,na
2523,_00541,2604091,1101619,Evolène,,,Géotechnique,na,na
2523,_00542,2604049,1101750,Evolène,,,Géotechnique,na,na
2523,_00543,2604005,1102470,Evolène,,,Géotechnique,na,na
2523,_00544,2604002,1102510,Evolène,,,Géotechnique,na,na
2523,_00545,2604006,1102498,Evolène,,,Géotechnique,na,na
2523,_00546,2604018,1102522,Evolène,,,Géotechnique,na,na
2523,_00547,2604064,1101740,Evolène,,,Géotechnique,na,na
2523,_00548,2604039,1101800,Evolène,,,Géotechnique,na,na
2523,_00549,2604014,1101820,Evolène,,,Géotechnique,na,na
2523,_00550,2604024,1101785,Evolène,,,Géotechnique,na,na
2523,_00551,2604034,1101755,Evolène,,,Géotechnique,na,na
2523,_00552,2603851,1102509,Evolène,,,Géotechnique,na,na
2523,_00553,2604061,1101568,Evolène,,,Géotechnique,na,na
2523,_00554,2604054,1101576,Evolène,,,Géotechnique,na,na
2523,_00555,2604068,1101622,Evolène,,,Géotechnique,na,na
2523,_00556,2604076,1101569,Evolène,,,Géotechnique,na,na
2523,_00557,2604090,1101616,Evolène,,,Géotechnique,na,na
2523,_00558,2604067,1101623,Evolène,,,Géotechnique,na,na
2523,_00559,2603732,1101558,Evolène,,,Géotechnique,na,na
2523,_00560,2604022,1101809,Evolène,,,Géotechnique,na,na
2524,_00561,2591102,1115922,Nendaz,,,Géotechnique,na,na
2528,_00562,2587522,1121124,Conthey,,,Géotechnique,na,na
2530,_00563,2590349,1118978,Sion,,,Géotechnique,na,na
2532,_00564,2588585,1120612,Conthey,,,Géotechnique,na,na
2533,_00565,2601814,1123608,Sierre,,,Géotechnique,na,na
2534,_00566,2601766,1114663,St-Martin,,,Hydrologie,na,na
2534,_00567,2601814,1114984,St-Martin,,,Hydrologie,na,na
2534,_00568,2601884,1114944,St-Martin,,,Hydrologie,na,na
2534,_00569,2602541,1113308,St-Martin,,,Hydrologie,na,na
2534,_00570,2601116,1113408,St-Martin,,,Hydrologie,na,na
2534,_00571,2601259,1113490,St-Martin,,,Hydrologie,na,na
2534,_00572,2603019,1112080,St-Martin,,,Hydrologie,na,na
2534,_00573,2602516,1112061,St-Martin,,,Hydrologie,na,na
2534,_00574,2600979,1113600,St-Martin,,,Hydrologie,na,na
2534,_00575,2601085,1110772,St-Martin,,,Hydrologie,na,na
2534,_00576,2604374,1111044,St-Martin,,,Hydrologie,na,na
2534,_00577,2599451,1112837,St-Martin,,,Hydrologie,na,na
2536,_00578,2591158,1116681,Nendaz,,,Géologie,na,na
2537,_00579,2580365,1110591,Saxon,,,Géotechnique,na,na
2538,_00580,2585612,1111623,Isérables,,,Géotechnique,na,na
2539,_00581,2581792,1111868,Saxon,,,Géotechnique,na,na
2540,_00582,2557145,1122325,Troistorrents,,,Géotechnique,na,na
2541,_00583,2554878,1115285,Val-d'Illiez,,,Géotechnique,na,na
2543,_00584,2579458,1111514,Saxon,,,Géotechnique,na,na
2545,_00585,2598371,1114382,Hérémence,,,Géotechnique,na,na
2547,_00586,2572152,1100966,Bovernier,,,Géotechnique,na,na
2548,_00587,2558612,1118756,Troistorrents,,,Géologie,na,na
2549,_00588,2556952,1117166,Val-d'Illiez,,,Géotechnique,na,na
2554,_00589,2593068,1119081,Sion,,,Géotechnique,na,na
2557,_00590,2595865,1123865,Grimisuat,,,Géotechnique,na,na
2558,_00591,2589679,1118770,Conthey,,,Géotechnique,na,na
2561,_00592,2550590,1167905,Moudon,,,Géotechnique,na,na
2562,_00593,2605054,1132688,Crans-Montana,,,Hydrogéologie,na,na
2563,_00594,2587339,1110337,Isérables,,,Géotechnique,na,na
2568,_00595,2554334,1116441,Val-d'Illiez,,,Géotechnique,na,na
2569,_00596,2555801,1119124,Troistorrents,,,Géotechnique,na,na
2575,_00597,2596247,1111510,Hérémence,,,Géologie,na,na
2576,_00598,2574999,1109500,Fully,,,Géotechnique,na,na
2578,_00599,2587689,1110314,Isérables,,,Géologie,na,na
2580,_00600,2553470,1115044,Val-d'Illiez,,,Géotechnique,na,na
2581,_00601,2580818,1114088,Saillon,,,Hydrogéologie,na,na
2582,_00602,2588475,1114415,Nendaz,,,Géotechnique,na,na
2584,_00603,2586793,1118991,Vétroz,,,Géotechnique,na,na
2585,_00604,2582778,1113563,Riddes,,,Hydrogéologie,na,na
2585,_00605,2572936,1106071,Martigny,,,Hydrogéologie,na,na
2585,_00606,2572169,1107175,Martigny,,,Hydrogéologie,na,na
2585,_00607,2571700,1107167,Martigny,,,Hydrogéologie,na,na
2585,_00608,2572136,1106982,Martigny,,,Hydrogéologie,na,na
2585,_00609,2571790,1106685,Martigny,,,Hydrogéologie,na,na
2585,_00610,2572549,1105259,Martigny,,,Hydrogéologie,na,na
2586,_00611,2588728,1114326,Nendaz,,,Géotechnique,na,na
2587,_00612,2596129,1123265,Grimisuat,,,Géotechnique,na,na
2589,_00613,2575509,1110325,Fully,,,Géotechnique,na,na
2590,_00614,2575509,1110325,Fully,,,Géotechnique,na,na
2591,_00615,2596990,1105355,Hérémence,,,Hydrogéologie,na,na
2592,_00616,2589094,1118530,Vétroz,,,Géotechnique,na,na
2592,_00617,2588999,1118500,Vétroz,,,Géotechnique,na,na
2592,_00618,2588899,1118470,Vétroz,,,Géotechnique,na,na
2592,_00619,2588799,1118440,Vétroz,,,Géotechnique,na,na
2592,_00620,2588719,1118420,Vétroz,,,Géotechnique,na,na
2592,_00621,2588914,1118471,Vétroz,,,Géotechnique,na,na
2593,_00622,2591587,1110462,Nendaz,,,Géotechnique,na,na
2601,_00623,2594640,1116080,Sion,,,Géologie,na,na
2605,_00624,2594113,1119679,Sion,,,Géotechnique,na,na
2605,_00625,2594113,1119679,Sion,,,Géotechnique,na,na
2605,_00626,2594081,1119694,Sion,,,Géotechnique,na,na
2605,_00627,2594068,1119661,Sion,,,Géotechnique,na,na
2607,_00628,2576264,1109490,Fully,,,Géotechnique,na,na
2607,_00629,2576184,1109595,Fully,,,Géotechnique,na,na
2607,_00630,2575849,1109550,Fully,,,Géotechnique,na,na
2607,_00631,2576023,1109621,Fully,,,Géotechnique,na,na
2607,_00632,2576206,1109590,Fully,,,Géotechnique,na,na
2607,_00633,2576272,1109508,Fully,,,Géotechnique,na,na
2607,_00634,2576272,1109364,Fully,,,Géotechnique,na,na
2608,_00635,2594294,1121069,Sion,,,Géotechnique,na,na
2615,_00636,2596741,1114007,Hérémence,,,Géotechnique,na,na
2616,_00637,2599391,1115920,Mont-Noble,,,Géotechnique,na,na
2617,_00638,2575394,1109695,Fully,,,Géotechnique,na,na
2618,_00639,2595486,1125280,Arbaz,,,Géologie,na,na
2619,_00640,2575474,1109485,Fully,,,Géotechnique,na,na
2620,_00641,2592810,1118307,Sion,,,Hydrogéologie,na,na
2623,_00642,2594427,1115610,Sion,,,Hydrogéologie,na,na
2625,_00643,2594268,1120689,Sion,,,Géotechnique,na,na
2626,_00644,2584453,1118495,Ardon,,,Géologie,na,na
2627,_00645,2602986,1108427,Evolène,,,Géotechnique,na,na
2628,_00646,2585745,1117336,Ardon,,,Géotechnique,na,na
2630,_00647,2594851,1124413,Arbaz,,,Géologie,na,na
2634,_00648,2592785,1118726,Sion,,,Géotechnique,na,na
2635,_00649,2593393,1118876,Sion,,,Géotechnique,na,na
2636,_00650,2594246,1121448,Sion,,,Géologie,na,na
2641,_00651,2601807,1129221,Lens,,,Géotechnique,na,na
2642,_00652,2589475,1125197,Conthey,,,Géologie,na,na
2644,_00653,2582796,1103125,Val de Bagnes,,,Géotechnique,na,na
2645,_00654,2586461,1111073,Isérables,,,Géologie,na,na
2648,_00655,2601141,1124317,Lens,,,Géotechnique,na,na
2651,_00656,2593761,1119428,Sion,,,Géotechnique,na,na
2652,_00657,2594984,1119575,Sion,,,Géotechnique,na,na
2653,_00658,2594998,1119362,Sion,,,Géotechnique,na,na
2657,_00659,2592607,1118519,Sion,,,Géotechnique,na,na
2658,_00660,2604960,1126740,Crans-Montana,,,Géotechnique,na,na
2658,_00661,2605566,1126573,Crans-Montana,,,Géotechnique,na,na
2658,_00662,2605573,1126784,Crans-Montana,,,Géotechnique,na,na
2658,_00663,2605555,1126735,Crans-Montana,,,Géotechnique,na,na
2659,_00664,2588440,1114187,Nendaz,,,Géotechnique,na,na
2664,_00665,2599754,1115798,Mont-Noble,,,Géotechnique,na,na
2665,_00666,2591889,1115720,Veysonnaz,,,Géotechnique,na,na
2665,_00667,2591911,1115742,Veysonnaz,,,Géotechnique,na,na
2665,_00668,2591891,1115673,Veysonnaz,,,Géotechnique,na,na
2665,_00669,2591894,1115742,Veysonnaz,,,Géotechnique,na,na
2665,_00670,2591890,1115670,Veysonnaz,,,Géotechnique,na,na
2666,_00671,2589482,1118931,Conthey,,,Géotechnique,na,na
2667,_00672,2581058,1115471,Leytron,,,Géotechnique,na,na
2668,_00673,2595046,1119479,Sion,,,Géotechnique,na,na
2671,_00674,2597006,1117277,Vex,,,Géologie,na,na
2673,_00675,2599302,1118011,Mont-Noble,,,Géotechnique,na,na
2674,_00676,2599908,1116206,Mont-Noble,,,Géotechnique,na,na
2675,_00677,2584152,1110224,Riddes,,,Géotechnique,na,na
2678,_00678,2582645,1103003,Val de Bagnes,,,Géotechnique,na,na
2679,_00679,2576271,1111070,Fully,,,Géotechnique,na,na
2680,_00680,2598866,1119550,Mont-Noble,,,Géotechnique,na,na
2681,_00681,2595168,1113443,Vex,,,Hydrogéologie,na,na
2682,_00682,2588846,1114656,Nendaz,,,Géotechnique,na,na
2685,_00683,2597476,1108256,Hérémence,,,Hydrogéologie,na,na
2689,_00684,2599190,1118660,Mont-Noble,,,Géologie,na,na
2690,_00685,2583211,1105417,Val de Bagnes,,,Géologie,na,na
2690,_00686,2582332,1105346,Val de Bagnes,,,Géologie,na,na
2691,_00687,2596850,1113787,Hérémence,,,Géotechnique,na,na
2694,_00688,2588649,1114680,Nendaz,,,Carte de dangers,na,na
2694,_00689,2588663,1113741,Nendaz,,,Carte de dangers,na,na
2694,_00690,2591479,1115398,Nendaz,,,Carte de dangers,na,na
2696,_00691,2595927,1122794,Grimisuat,,,Géotechnique,na,na
2697,_00692,2608701,1123802,Chippis,,,Géologie,na,na
2698,_00693,2588209,1118984,Vétroz,,,Géotechnique,na,na
2699,_00694,2589872,1122907,Conthey,,,Géologie,na,na
2700,_00695,2595235,1121511,Sion,,,Géologie,na,na
2701,_00696,2596333,1115591,Vex,,,Géotechnique,na,na
2705,_00697,2591949,1116969,Nendaz,,,Géotechnique,na,na
2707,_00698,2608886,1127046,Sierre,,,Géotechnique,na,na
2714,_00699,2600233,1122041,Grône,,,Géotechnique,na,na
2715,_00700,2586341,1110735,Isérables,,,Géotechnique,na,na
2717,_00701,2584732,1112838,Isérables,,,Géotechnique,na,na
2718,_00702,2593686,1119641,Sion,,,Géotechnique,na,na
2720,_00703,2594015,1119697,Sion,,,Géotechnique,na,na
2722,_00704,2590832,1112959,Nendaz,,,Géotechnique,na,na
2724,_00705,2584153,1110957,Riddes,,,Géotechnique,na,na
2724,_00706,2584319,1110549,Riddes,,,Géotechnique,na,na
2725,_00707,2607663,1120703,Chalais,,,Géotechnique,na,na
2729,_00708,2580911,1110183,Saxon,,,Géotechnique,na,na
2735,_00709,2594092,1120147,Sion,,,Géotechnique,na,na
2736,_00710,2585517,1114902,Chamoson,,,Géotechnique,na,na
2738,_00711,2590127,1113099,Nendaz,,,Géotechnique,na,na
2741,_00712,2588148,1117688,Vétroz,,,Géotechnique,na,na
2744,_00713,2585064,1103780,Val de Bagnes,,,Géologie,na,na
2746,_00714,2602168,1127785,Crans-Montana,,,Géotechnique,na,na
2749,_00715,2600146,1120470,Mont-Noble,,,Géotechnique,na,na
2750,_00716,2586596,1113616,Nendaz,,,Géotechnique,na,na
2751,_00717,2556928,1132955,Vouvry,,,Géotechnique,na,na
2752,_00718,2597529,1113294,Hérémence,,,Géotechnique,na,na
2759,_00719,2592972,1122613,Savièse,,,Géotechnique,na,na
2760,_00720,2595856,1123380,Grimisuat,,,Géotechnique,na,na
2762,_00721,2587567,1117499,Vétroz,,,Géotechnique,na,na
2763,_00722,2590176,1119001,Sion,,,Géotechnique,na,na
2764,_00723,2600142,1113871,St-Martin,,,Géotechnique,na,na
2766,_00724,2604837,1106918,Evolène,,,Géologie,na,na
2768,_00725,2592819,1119371,Sion,,,Géotechnique,na,na
2769,_00726,2593070,1118768,Sion,,,Géotechnique,na,na
2770,_00727,2600123,1113908,St-Martin,,,Géotechnique,na,na
2772,_00728,2605979,1121872,Chalais,,,Hydrogéologie,na,na
2776,_00729,2590166,1114675,Nendaz,,,Géotechnique,na,na
2778,_00730,2602186,1127753,Crans-Montana,,,Géotechnique,na,na
2779,_00731,2579615,1112103,Saillon,,,Hydrogéologie,na,na
2780,_00732,2592884,1115655,Nendaz,,,Géologie,na,na
2780,_00733,2592869,1115620,Nendaz,,,Géologie,na,na
2780,_00734,2593808,1115955,Sion,,,Géologie,na,na
2780,_00735,2593779,1115935,Sion,,,Géologie,na,na
2780,_00736,2593136,1116010,Sion,,,Géologie,na,na
2780,_00737,2592848,1115809,Veysonnaz,,,Géologie,na,na
2782,_00738,2603863,1103425,Evolène,,,Géologie,na,na
2783,_00739,2591281,1108965,Nendaz,,,Géotechnique,na,na
2785,_00740,2549938,1135268,St-Gingolph,,,Hydrogéologie,na,na
2788,_00741,2584476,1109805,Riddes,,,Géotechnique,na,na
2791,_00742,2581438,1109929,Saxon,,,Géologie,na,na
2792,_00743,2593562,1119610,Sion,,,Géotechnique,na,na
2795,_00744,2588943,1119141,Conthey,,,Géotechnique,na,na
2797,_00745,2595558,1113164,Vex,,,Hydrogéologie,na,na
2797,_00746,2595904,1114020,Vex,,,Hydrogéologie,na,na
2797,_00747,2595279,1114040,Vex,,,Hydrogéologie,na,na
2797,_00748,2595409,1114155,Vex,,,Hydrogéologie,na,na
2797,_00749,2595349,1114390,Vex,,,Hydrogéologie,na,na
2797,_00750,2595484,1114400,Vex,,,Hydrogéologie,na,na
2797,_00751,2595279,1114040,Vex,,,Hydrogéologie,na,na
2797,_00752,2595409,1114155,Vex,,,Hydrogéologie,na,na
2797,_00753,2595905,1114016,Vex,,,Hydrogéologie,na,na
2797,_00754,2595914,1114060,Vex,,,Hydrogéologie,na,na
2797,_00755,2595949,1114030,Vex,,,Hydrogéologie,na,na
2797,_00756,2595969,1114015,Vex,,,Hydrogéologie,na,na
2797,_00757,2595873,1114025,Vex,,,Hydrogéologie,na,na
2797,_00758,2595303,1114235,Vex,,,Hydrogéologie,na,na
2797,_00759,2595256,1114096,Vex,,,Hydrogéologie,na,na
2797,_00760,2595518,1113153,Vex,,,Hydrogéologie,na,na
2801,_00761,2597272,1114484,Hérémence,,,Géotechnique,na,na
2802,_00762,2609320,1113422,Anniviers,,,Géologie,na,na
2803,_00763,2594958,1119964,Sion,,,Géotechnique,na,na
2806,_00764,2597058,1103707,Hérémence,,,Géotechnique,na,na
2812,_00765,2605213,1105271,Evolène,,,Géotechnique,na,na
2813,_00766,2575821,1110291,Fully,,,Géotechnique,na,na
2814,_00767,2597212,1113920,Hérémence,,,Géologie,na,na
2815,_00768,2542267,1152867,Belmont-sur-Lausanne,,,Géotechnique,na,na
2820,_00769,2582071,1111644,Saxon,,,Géotechnique,na,na
2820,_00770,2582045,1111663,Saxon,,,Géotechnique,na,na
2821,_00771,2595142,1121802,Grimisuat,,,Géotechnique,na,na
2822,_00772,2594276,1119270,Sion,,,Géotechnique,na,na
2826,_00773,2591374,1115518,Nendaz,,,Géotechnique,na,na
2827,_00774,2587624,1114099,Nendaz,,,Géologie,na,na
2829,_00775,2584978,1112939,Isérables,,,Géotechnique,na,na
2832,_00776,2576731,1110148,Fully,,,Géotechnique,na,na
2833,_00777,2589223,1116113,Nendaz,,,Géotechnique,na,na
2834,_00778,2593005,1113897,Nendaz,,,Géotechnique,na,na
2836,_00779,2596900,1114601,Hérémence,,,Géotechnique,na,na
2838,_00780,2594727,1119196,Sion,,,Hydrogéologie,na,na
2839,_00781,2587057,1111775,Isérables,,,Géotechnique,na,na
2842,_00782,2591211,1112556,Nendaz,,,Géologie,na,na
2842,_00783,2591028,1108640,Nendaz,,,Géologie,na,na
2844,_00784,2590134,1123334,Conthey,,,Géotechnique,na,na
2846,_00785,2584267,1109736,Riddes,,,Géotechnique,na,na
2847,_00786,2581077,1115088,Leytron,,,Géotechnique,na,na
2848,_00787,2592054,1119461,Sion,,,Géotechnique,na,na
2849,_00788,2596434,1114835,Hérémence,,,Géotechnique,na,na
2852,_00789,2591016,1112413,Nendaz,,,Géologie,na,na
2853,_00790,2591302,1117871,Sion,,,Hydrogéologie,na,na
2854,_00791,2583690,1111137,Riddes,,,Géotechnique,na,na
2855,_00792,2591718,1110707,Nendaz,,,Géotechnique,na,na
2857,_00793,2584525,1110273,Riddes,,,Géotechnique,na,na
2858,_00794,2593172,1116110,Sion,,,Philippossian et divers,na,na
2860,_00795,2596733,1127324,Ayent,,,Géologie,na,na
2861,_00796,2589126,1118285,Conthey,,,Géotechnique,na,na
2862,_00797,2588611,1113263,Nendaz,,,Géotechnique,na,na
2862,_00798,2588546,1113361,Nendaz,,,Géotechnique,na,na
